Hot Water System : Hot Water Supply Temperature Local (°F),AHU-01 VAV : Hot  Water Coil Flow Meter Local (gpm),AHU-01 VAV : Mixed Air Temperature Local (°F),AHU-01 VAV : Supply Fan Air Flow Local (cfm)
119.5,0.8,61.8,1087.1
119.4,0.2,75.3,1011.6
119.5,0.1,76.4,1075.9
120.1,1.1,56.1,614.7
122.1,1.6,57.9,548.9
121.3,0.4,81.1,1357.2
121.6,0.4,81.6,1326.5
119.9,0.8,55.1,1179.8
120.3,0.3,75.7,1179.3
120.9,1.1,55.8,1179.8
119.2,0.2,75.6,652.3
119.3,0.1,71.9,998.4
120.2,0.8,65.0,901.4
120.8,1.6,58.8,1333.3
120.6,0.3,77.8,1404.5
122.3,0.2,46.3,1044.2
119.9,0.4,57.9,568.9
119.9,1.6,60.7,528.5
119.7,0.8,67.2,1233.9
120.8,1.6,40.9,962.8
120.6,1.6,59.0,1343.1
117.0,0.3,75.5,1404.0
118.4,0.1,74.1,723.0
120.2,0.8,66.5,964.3
121.2,0.8,61.8,1097.9
121.4,1.6,61.7,1303.6
122.2,0.8,63.4,1350.9
119.7,1.6,39.9,969.6
120.9,0.2,74.3,829.7
118.9,0.1,74.1,1297.7
118.8,0.1,71.8,1020.3
120.9,0.3,56.8,534.3
119.4,0.2,75.4,1175.4
122.2,1.6,44.2,961.8
119.1,0.2,70.3,1085.2
119.6,1.6,50.7,1231.9
120.5,1.6,58.8,1151.0
120.4,1.6,58.2,1178.3
120.5,0.6,65.2,630.3
120.8,0.8,61.9,1071.0
118.1,0.1,73.9,1309.9
119.6,0.8,54.0,518.2
121.8,0.6,72.8,716.6
117.9,0.1,75.1,715.2
122.2,1.6,49.5,680.1
119.5,0.2,75.2,1173.4
119.9,0.2,75.7,656.7
119.6,0.3,67.8,1244.6
117.7,0.1,74.0,737.6
121.7,1.6,41.8,977.0
120.2,0.2,63.5,808.8
121.9,1.1,55.2,1141.2
121.0,1.6,60.9,514.3
121.8,0.8,66.7,1250.9
119.4,0.3,77.2,997.9
122.2,1.6,58.7,1170.5
121.1,0.3,58.4,541.1
119.4,0.2,75.1,1184.1
118.7,0.1,73.1,645.0
122.2,1.1,61.6,1347.9
119.2,0.2,75.0,1186.6
119.2,0.3,76.1,660.6
121.2,0.4,81.0,1372.3
120.0,1.6,48.2,946.7
119.8,1.6,44.5,960.9
118.4,0.1,75.0,733.7
119.6,1.6,41.6,970.6
120.3,0.4,78.2,1172.4
119.6,0.8,61.7,1078.8
120.4,1.5,53.4,878.0
119.9,1.6,58.5,533.3
120.7,0.6,70.2,1164.6
119.5,0.3,58.1,946.2
121.7,1.6,60.5,552.8
120.2,0.2,75.4,904.3
119.9,1.6,60.8,554.3
120.3,0.2,74.2,812.2
119.7,1.1,54.9,1164.6
121.0,1.6,40.4,985.7
119.0,0.1,72.7,1002.3
119.4,0.2,75.5,635.7
121.3,1.6,55.1,1154.4
118.7,0.2,73.8,872.6
118.6,0.1,74.0,770.7
121.9,1.6,41.2,988.2
119.2,0.2,75.8,649.8
122.2,1.1,55.8,1179.8
117.9,0.1,74.2,736.1
119.8,0.2,75.3,638.1
119.9,0.6,65.1,649.4
120.7,0.1,74.4,1098.8
119.9,0.2,73.7,830.2
121.2,0.8,53.9,558.2
120.4,0.2,75.1,751.7
120.6,0.6,81.5,1377.2
121.5,0.4,78.7,741.0
121.5,0.6,67.3,977.0
119.3,0.2,75.1,1166.1
121.5,1.6,58.6,1338.2
120.8,1.1,61.1,1345.5
120.0,0.6,61.7,806.8
119.5,0.4,83.1,1347.0
120.0,0.6,82.1,1372.8
120.9,0.2,74.3,836.6
120.0,0.2,61.9,805.4
118.3,0.1,73.6,1294.8
118.1,0.2,76.0,1365.5
120.3,0.2,62.9,528.0
121.7,0.8,64.9,863.9
118.7,0.2,62.7,805.8
120.7,0.2,75.0,1156.8
120.2,0.2,75.3,1171.0
120.2,0.2,75.2,1167.6
120.7,0.3,76.6,1388.9
110.4,0.2,74.5,1369.4
122.0,1.1,64.8,816.6
119.5,0.2,74.9,1179.3
121.1,1.1,53.8,533.3
119.9,0.2,75.0,719.1
119.7,0.2,64.0,815.1
120.7,0.2,75.0,708.3
121.4,1.1,61.0,1063.7
119.7,0.2,73.7,832.2
122.8,1.6,57.9,1320.2
119.7,0.2,61.6,806.3
120.8,0.3,77.2,1021.8
122.7,1.6,51.7,1243.6
119.9,1.6,59.5,1332.8
121.8,0.6,70.1,1165.1
119.6,1.6,47.2,956.5
120.7,0.2,63.7,869.7
120.5,0.6,66.7,990.1
119.6,1.6,46.7,950.1
119.9,0.2,75.0,907.7
120.2,0.6,68.5,637.2
118.5,0.1,74.4,546.5
121.5,1.6,41.3,977.4
119.7,0.3,76.6,1393.3
122.4,0.8,62.6,801.9
121.6,0.4,82.5,1359.6
118.9,0.1,66.0,639.6
120.2,1.1,54.5,728.8
119.8,1.6,63.4,618.2
119.9,0.3,78.2,1386.0
120.4,0.2,75.7,640.6
121.3,0.2,75.2,843.9
119.9,0.2,75.5,902.9
120.9,0.3,61.9,563.6
119.6,0.2,74.9,1188.0
122.1,0.8,65.0,908.7
122.0,0.8,65.8,887.7
120.7,0.2,75.2,648.9
119.2,0.3,76.5,624.5
119.6,1.1,53.4,545.0
122.4,1.6,55.5,892.6
120.7,0.4,66.7,965.7
121.5,0.6,81.9,1378.7
121.8,1.1,60.6,992.6
119.7,0.8,62.1,1092.0
120.9,0.2,75.6,649.8
121.9,1.5,53.7,707.4
120.1,0.2,75.2,1175.9
119.5,1.6,52.0,793.2
69.4,0.0,72.7,1353.3
118.1,0.1,74.2,724.9
120.1,0.2,62.1,813.6
121.2,0.3,72.9,841.4
117.8,0.1,74.2,724.4
120.9,0.2,75.1,826.8
119.6,0.1,77.1,1089.1
101.0,0.3,74.7,1397.2
119.4,0.4,81.6,1341.6
119.8,1.6,60.6,1156.8
121.8,0.6,82.1,1389.9
119.4,0.1,75.2,729.8
119.9,0.3,62.0,545.5
121.9,0.6,69.3,631.8
118.7,0.1,75.0,725.9
120.9,0.4,67.2,969.2
120.1,0.2,75.8,635.7
122.2,0.8,64.5,858.5
82.2,0.3,75.2,1344.5
120.8,1.6,61.6,602.1
121.2,0.6,53.1,516.8
119.2,0.2,74.4,1167.1
118.8,0.3,73.7,1385.5
121.6,0.4,81.7,1377.7
119.1,0.2,75.2,1171.5
120.3,0.3,57.4,529.9
118.4,0.1,73.0,653.7
122.6,1.6,58.2,1177.3
119.3,0.4,80.2,732.2
121.3,0.4,57.9,521.1
121.0,0.6,81.9,1382.6
93.6,0.1,72.1,1309.9
120.1,1.1,64.9,793.7
119.6,1.6,46.1,976.5
118.5,0.1,73.5,1285.5
120.1,0.3,78.4,1369.9
120.7,0.2,75.4,1178.8
120.0,0.8,63.4,1114.4
103.8,0.2,75.9,1358.7
121.2,0.8,82.7,1377.7
120.0,1.6,58.1,1340.1
122.5,0.8,82.5,1411.8
119.5,0.2,74.2,827.3
121.1,0.3,48.0,678.6
120.6,0.3,78.8,1382.1
118.5,0.2,75.0,742.0
121.2,0.4,81.8,1317.7
121.4,0.4,82.0,1362.6
119.3,0.3,75.6,1003.8
119.3,0.6,67.1,1004.3
121.0,0.6,73.3,702.0
120.0,0.1,77.1,1098.8
119.9,0.2,75.8,909.7
121.0,0.3,77.3,1435.2
119.6,0.2,75.6,826.3
122.1,0.8,65.6,918.0
119.5,1.6,40.9,945.3
121.0,1.6,58.3,1181.7
122.1,1.6,40.2,985.2
121.1,1.6,51.8,1231.9
119.9,1.6,60.0,531.4
120.8,0.2,75.1,1176.8
121.1,0.6,64.8,653.7
121.1,0.8,66.6,971.1
120.8,0.2,75.9,661.1
119.5,0.2,62.4,797.1
119.0,0.2,75.5,1163.7
120.4,0.4,56.8,519.2
122.0,0.6,68.8,637.2
119.2,0.1,72.8,1011.1
120.4,0.3,76.8,956.0
119.0,0.1,73.3,653.7
120.6,0.8,55.5,1150.5
121.7,0.6,67.3,1000.8
119.6,0.2,75.0,723.9
120.1,0.2,74.0,1167.6
119.5,0.4,76.6,1173.9
118.9,0.1,75.0,724.9
121.3,0.6,69.3,1167.1
119.5,0.8,55.6,699.6
122.1,1.1,55.1,1169.0
119.4,0.4,78.2,1167.6
120.9,0.2,74.7,664.0
119.0,0.2,75.6,659.6
122.4,1.6,59.4,552.8
119.8,0.2,75.2,1144.7
120.2,0.2,73.6,834.6
120.0,0.6,80.9,1382.6
119.8,0.6,69.9,1149.0
119.6,0.2,68.4,1041.8
120.4,0.3,65.5,852.6
119.5,0.2,75.0,728.8
120.8,0.3,72.3,846.3
121.7,0.6,71.4,704.0
122.6,1.6,40.5,956.0
119.3,0.2,74.7,1195.8
119.9,0.2,76.1,1114.4
119.6,0.2,75.8,654.2
120.6,1.6,61.2,1156.4
119.9,0.6,67.9,965.7
121.6,0.8,61.7,1074.9
120.1,1.6,58.7,517.2
120.4,1.6,45.2,978.9
122.3,1.1,60.9,1355.7
122.6,1.6,59.0,1160.7
118.3,0.1,75.2,732.7
121.2,0.3,78.6,1372.3
118.8,0.2,62.0,827.8
121.3,1.1,60.3,897.5
120.6,0.3,71.7,1030.1
119.6,1.1,55.7,599.1
119.8,1.6,55.9,886.8
119.6,0.8,62.2,1114.4
121.9,1.6,58.6,1177.3
120.1,0.6,67.2,986.7
119.0,0.2,62.7,811.7
119.7,1.6,41.0,982.3
120.6,0.4,83.0,1352.8
119.7,0.2,73.7,836.6
117.8,0.1,73.3,636.2
120.3,0.2,74.9,1179.8
119.4,0.1,74.9,700.1
121.2,0.6,82.2,1387.9
121.1,0.4,58.9,870.2
122.1,0.6,81.8,1369.4
122.4,1.6,55.1,978.9
122.2,1.6,47.3,974.5
121.8,0.8,62.4,1065.7
120.0,0.3,65.7,860.9
119.1,0.1,73.3,673.2
120.9,0.6,69.1,644.5
120.5,1.6,47.5,960.4
120.8,1.6,53.0,881.9
119.7,0.3,76.2,989.6
120.5,1.6,60.5,1173.4
120.1,0.1,76.6,1079.8
119.3,0.1,75.2,729.3
120.9,0.4,66.8,998.9
121.6,0.6,67.4,954.5
121.3,0.4,65.6,863.4
119.2,0.2,75.1,1178.3
122.0,0.3,62.1,1056.4
120.4,0.3,79.3,1356.7
122.9,1.6,62.1,1155.4
122.0,0.6,69.0,650.3
122.0,0.8,65.5,886.3
121.9,1.1,61.6,1363.1
121.0,0.4,79.8,1333.3
119.5,0.3,65.3,874.6
119.7,1.6,41.6,999.4
120.8,0.2,75.6,1158.3
121.6,1.6,42.1,993.0
119.6,1.6,48.1,928.7
121.2,0.6,67.6,970.1
122.5,1.6,60.1,536.7
121.9,0.8,53.7,499.2
122.2,0.8,63.4,1350.9
120.1,1.6,44.9,964.3
121.9,1.6,62.4,798.5
118.7,0.1,73.4,1280.2
122.0,0.6,81.3,1383.5
118.5,0.1,73.3,667.9
121.3,1.6,56.6,913.6
122.3,1.6,55.3,957.5
120.9,1.6,54.3,898.0
120.1,1.6,40.7,967.2
122.5,1.6,46.1,973.1
117.9,0.1,58.2,623.0
119.0,0.1,74.4,1309.9
119.6,0.4,59.9,868.2
118.0,0.1,75.2,744.9
120.4,0.3,61.9,534.3
120.1,1.6,58.9,1177.3
121.3,0.8,53.6,522.6
119.4,0.2,63.0,830.2
69.5,0.2,73.6,1347.0
121.2,0.4,67.4,983.3
121.5,1.6,41.1,959.4
119.6,0.2,75.8,893.1
121.7,1.6,58.6,1244.1
121.3,0.8,62.0,822.9
120.4,0.8,62.4,1054.0
120.1,0.8,61.7,1081.3
119.9,0.8,53.8,498.7
120.6,0.4,67.2,966.2
121.3,0.4,59.3,525.5
121.9,1.6,60.0,527.5
119.4,0.6,71.5,688.4
120.2,1.1,55.1,1153.9
120.5,0.2,74.7,677.6
121.0,1.1,64.9,795.1
120.1,1.6,53.6,867.8
118.3,0.1,74.1,735.6
121.2,0.4,61.4,1001.8
119.3,0.1,74.8,716.6
120.1,1.6,65.5,635.2
120.0,0.2,75.3,759.0
121.0,1.6,40.7,968.2
119.9,0.6,69.6,1140.8
120.1,1.6,59.5,1347.0
120.9,0.2,75.4,655.2
119.5,0.1,75.0,697.6
119.0,0.2,75.4,1181.2
119.5,0.2,76.1,1382.6
121.1,0.8,56.1,1120.8
121.5,0.8,61.9,1052.0
121.0,1.6,54.3,879.5
121.6,0.8,61.7,1053.5
120.2,0.2,75.8,909.2
121.8,0.8,62.5,1085.7
120.1,1.1,61.0,1336.7
120.7,0.2,75.0,1175.9
121.5,1.6,57.8,1333.3
120.2,0.2,75.5,645.9
121.8,0.8,61.9,1063.2
120.4,1.1,55.0,1159.8
120.4,0.8,68.4,1254.8
120.0,0.3,72.9,836.6
121.0,0.8,54.1,525.0
122.0,1.1,61.1,1345.5
120.2,0.8,61.7,1091.0
120.2,0.8,55.9,1145.6
115.3,0.3,73.5,1418.6
117.7,0.1,73.9,1279.7
119.1,0.1,72.3,1000.4
122.2,0.8,63.5,1332.3
118.4,0.1,74.8,722.5
120.6,0.2,74.9,1172.0
121.9,0.8,62.6,1132.5
121.2,1.1,60.1,1357.2
119.7,0.8,62.0,782.0
120.5,0.2,76.0,643.5
120.0,0.2,62.5,834.1
121.5,0.8,62.1,1067.1
69.4,0.0,72.7,1357.2
121.1,1.6,44.6,979.4
119.1,0.2,75.0,1177.3
121.2,0.6,67.2,631.8
121.4,1.1,55.9,602.1
118.6,0.1,72.7,989.1
120.9,0.2,75.7,671.8
122.6,1.6,58.6,1200.2
122.2,1.1,53.5,536.3
119.7,1.6,58.1,1137.8
122.6,1.6,49.0,1268.5
119.1,0.1,73.2,657.2
120.1,0.3,69.2,838.0
121.7,1.6,61.8,528.9
122.2,1.6,52.1,1294.3
121.9,1.6,59.9,537.2
69.4,0.0,72.7,1386.9
120.1,0.4,66.6,970.1
120.2,0.2,75.8,1193.9
71.2,0.1,71.8,1302.1
120.2,0.8,65.9,919.9
121.9,0.6,68.4,603.5
122.0,0.6,68.0,631.3
118.3,0.1,61.1,597.2
121.6,0.8,69.5,1255.3
118.6,0.2,75.0,740.0
120.1,0.2,75.6,893.1
119.4,0.2,75.1,1159.3
121.2,0.3,77.4,1004.3
119.1,0.1,75.0,719.6
120.4,0.2,75.2,1176.3
118.9,0.1,74.3,1300.7
120.7,0.2,74.2,810.7
118.6,0.3,75.7,1408.4
121.1,0.3,77.1,1022.8
119.1,0.2,75.8,642.0
119.4,0.4,75.8,1138.8
121.6,0.6,68.1,632.3
119.8,0.2,75.3,1167.1
119.3,0.2,62.3,838.5
119.8,1.1,62.9,1065.7
120.6,0.8,62.0,796.1
117.9,0.1,73.3,655.7
119.3,0.2,61.8,813.2
121.9,0.8,66.3,993.5
119.6,0.8,61.9,1072.0
119.7,0.2,77.2,1346.0
119.9,1.6,55.1,876.0
121.5,0.4,78.2,1186.6
120.2,0.6,67.7,955.5
119.9,0.2,61.6,810.2
120.6,1.6,59.5,1210.5
118.7,0.2,62.5,830.2
122.1,1.6,54.1,900.4
120.5,0.4,67.2,997.9
120.8,0.6,69.3,1170.5
121.8,0.8,61.8,1059.8
121.9,1.1,62.1,961.8
121.2,0.8,62.1,1081.8
119.8,0.2,77.3,1365.0
121.1,0.4,77.9,1187.1
121.6,0.6,69.7,1152.0
122.2,1.6,51.2,1290.9
118.9,0.2,61.9,808.3
120.5,0.8,69.1,1241.2
113.5,0.2,74.7,1371.8
120.9,0.3,77.8,1388.9
119.6,0.2,77.6,1089.6
118.9,0.2,62.8,807.3
117.6,0.2,76.6,1355.7
118.2,0.1,75.1,756.6
122.0,1.1,55.0,1169.0
120.4,1.6,55.3,872.1
120.1,0.2,62.1,810.2
121.4,1.6,45.4,993.0
121.3,0.4,57.6,567.0
120.9,1.1,52.8,527.5
122.2,1.6,48.3,962.3
121.2,0.0,83.2,1375.7
120.4,0.3,78.4,1361.1
120.2,0.2,75.5,645.9
121.9,1.6,61.0,529.9
119.3,0.2,62.3,838.5
121.0,0.2,75.4,1003.8
120.1,0.8,64.2,1352.3
121.8,1.6,55.5,894.1
120.6,0.6,68.0,627.9
117.8,0.1,74.8,749.3
119.1,0.2,74.5,646.4
121.6,1.1,62.3,1071.0
122.3,1.6,61.4,1182.2
119.2,0.1,73.3,654.2
118.7,0.2,62.0,799.5
118.4,0.1,74.0,757.1
119.8,0.4,77.4,1190.0
121.7,0.6,72.2,1155.9
119.2,0.4,80.9,1331.4
121.1,1.1,75.5,838.0
119.5,0.4,78.3,1176.8
122.6,1.6,47.1,964.8
119.9,1.6,40.1,965.3
120.8,0.4,76.8,1164.2
119.6,0.4,58.0,505.5
119.2,0.2,75.2,1173.9
119.2,0.2,74.3,1004.7
119.4,0.3,61.1,521.1
121.2,0.4,80.3,1330.9
121.5,0.6,65.9,637.2
120.8,0.6,69.9,1160.7
119.3,0.1,73.3,641.6
120.0,0.8,64.5,1322.6
120.1,0.8,66.4,993.5
69.5,0.0,73.3,1352.8
120.9,0.2,62.9,579.2
120.0,0.2,75.2,1184.6
119.8,0.6,66.0,642.0
119.5,1.1,54.9,701.5
120.8,0.2,74.9,1190.5
69.5,0.0,73.6,1358.2
120.8,1.6,58.7,568.9
121.7,1.1,55.1,1164.6
119.9,0.2,74.9,1184.1
122.1,1.6,58.1,1168.5
119.6,0.4,68.6,936.5
119.7,1.1,66.1,995.5
122.2,0.8,63.6,1349.9
119.6,1.6,44.7,974.0
121.7,0.8,68.4,1247.5
119.0,0.1,75.9,1093.0
121.6,0.8,62.2,1076.9
119.1,0.2,73.7,565.0
121.7,0.8,61.9,1063.7
120.3,1.6,61.2,1183.2
119.5,0.2,67.8,1043.7
119.6,0.3,65.8,876.0
121.0,0.6,82.0,1357.7
118.8,0.2,62.4,822.4
121.2,0.4,79.9,731.3
119.4,0.2,62.0,833.1
119.9,1.1,55.5,1162.2
119.6,0.6,67.3,649.4
119.3,0.2,74.4,822.4
119.9,0.6,67.1,1004.3
119.1,0.1,74.0,1322.6
120.9,0.3,78.9,1354.8
120.7,1.6,41.9,1001.8
116.4,0.1,72.7,1299.2
119.0,0.2,63.8,813.2
121.2,1.6,60.5,531.9
121.7,0.6,69.8,1167.1
119.7,1.1,56.0,612.8
119.5,0.6,71.5,722.5
120.1,0.2,62.7,832.7
121.4,0.6,64.0,874.1
119.7,0.6,65.3,632.8
121.0,0.4,79.3,732.7
119.9,0.8,63.2,1336.7
120.6,1.6,53.7,657.6
118.2,0.1,72.2,1007.7
120.3,0.2,68.3,1055.9
120.4,0.8,64.6,1311.4
119.2,0.2,74.5,843.9
120.7,0.8,69.2,1232.4
122.1,0.6,80.6,1379.6
120.2,0.3,61.5,534.8
119.6,0.4,82.9,1336.7
120.5,0.2,74.7,1164.2
118.4,0.1,76.9,1098.3
121.6,1.6,57.5,1264.6
120.4,0.2,75.1,1159.8
118.0,0.1,73.3,641.6
120.0,0.2,61.9,814.1
120.9,0.3,67.2,1013.5
121.5,0.6,80.1,1365.0
119.7,1.6,59.7,1089.6
119.1,0.1,74.0,1272.9
121.7,1.6,40.0,949.2
120.3,0.2,74.2,1179.8
119.6,1.1,55.1,1149.5
119.8,0.3,56.3,527.5
120.2,0.2,75.8,652.3
122.5,1.6,39.6,968.2
121.9,1.6,59.2,1346.0
120.1,0.8,70.6,1367.4
118.4,0.1,57.5,650.3
120.0,0.2,75.4,1173.4
122.0,1.6,57.7,1337.2
121.3,0.6,81.6,1386.0
118.8,0.1,75.2,716.6
119.8,1.1,55.9,597.2
118.6,0.1,74.7,742.5
69.4,0.0,72.8,1381.6
122.6,1.6,40.6,984.8
119.8,0.8,55.2,715.7
122.6,1.6,58.4,521.6
119.8,0.2,61.5,840.0
119.1,0.1,73.9,749.3
79.5,0.3,72.1,1404.0
121.0,0.2,75.6,1094.0
121.8,0.6,71.8,683.5
119.5,0.8,62.1,1057.9
120.1,0.8,61.8,1067.6
121.6,1.1,61.1,1317.2
121.3,0.6,69.3,626.9
120.3,0.4,75.4,840.5
119.5,1.1,55.4,1157.8
120.8,0.3,66.0,898.0
121.3,0.4,82.3,1373.8
119.0,0.3,78.8,1335.8
121.1,0.8,54.0,542.1
121.8,0.8,61.8,1074.5
122.4,1.6,62.1,1190.0
121.5,0.4,82.3,1347.9
81.8,0.3,74.8,1402.1
119.6,0.2,62.5,816.6
118.0,0.1,75.0,719.6
121.6,0.6,67.7,1003.3
121.1,0.3,71.7,833.6
119.5,0.2,75.2,687.4
118.3,0.1,75.2,738.6
119.6,0.4,66.7,988.2
121.4,1.6,57.3,1320.2
119.7,0.6,72.1,1170.5
120.2,0.2,64.0,816.6
119.3,0.1,72.3,645.0
119.2,0.2,75.6,642.5
121.4,1.6,58.4,643.5
120.0,0.3,76.1,1024.2
119.4,0.2,76.5,920.4
118.3,0.1,75.0,716.1
121.0,1.6,43.6,990.6
119.1,0.2,75.2,1155.9
120.0,0.2,77.6,1384.0
119.6,0.6,53.4,535.3
119.2,0.1,73.0,645.0
121.2,0.8,61.2,1075.9
118.8,0.1,76.9,1086.2
120.3,1.6,61.1,1167.1
118.5,0.1,75.2,747.3
120.9,0.2,68.7,1059.3
119.5,0.6,71.2,719.6
119.7,0.2,77.6,1358.2
119.9,1.6,62.2,1151.0
119.7,1.1,59.7,948.7
120.1,0.2,62.0,814.6
121.3,0.6,61.7,1072.5
120.2,1.6,60.5,636.7
119.1,0.1,73.2,656.2
120.7,0.2,63.3,541.6
120.2,0.8,56.2,1125.2
119.0,0.2,74.3,799.5
121.1,0.6,71.2,718.1
121.7,1.6,58.9,1263.6
122.0,1.6,41.8,973.1
121.0,0.3,65.4,905.8
121.6,1.6,62.2,612.8
120.9,1.6,58.8,1167.1
120.9,1.1,60.6,1334.8
119.5,1.6,60.2,1055.4
122.3,1.6,57.9,1318.7
121.6,1.6,58.7,619.6
119.1,0.2,74.8,734.7
119.5,0.2,75.3,1186.6
120.4,0.3,74.4,1375.7
120.8,1.6,39.9,963.3
122.2,0.8,64.0,1342.1
121.1,0.3,67.1,973.1
120.7,0.2,76.0,676.7
120.6,0.3,56.9,556.7
119.1,0.2,75.2,1155.9
120.1,0.2,69.1,1089.6
119.5,0.1,71.4,996.5
121.0,0.2,75.0,988.7
122.2,1.6,61.3,1354.3
119.5,1.2,63.4,1072.5
119.2,0.2,62.8,813.2
120.7,0.2,74.5,1175.9
122.1,1.6,60.5,1166.6
119.8,0.8,65.2,883.4
121.2,0.8,61.8,1068.6
120.6,0.8,62.1,1069.1
121.8,0.8,61.9,1079.8
120.7,0.2,75.3,1164.2
119.5,0.4,77.5,1149.0
118.2,0.1,73.2,658.6
121.3,0.3,72.8,821.9
120.7,0.2,75.3,1161.2
119.4,0.1,74.9,751.2
121.1,1.6,50.1,699.6
117.9,0.1,70.1,663.0
119.6,1.1,53.6,537.7
121.2,0.8,61.9,1068.1
120.8,0.3,61.8,567.9
117.8,0.1,73.4,641.6
118.4,0.1,74.4,736.6
122.0,1.1,55.2,1150.0
120.5,0.2,75.8,667.4
120.3,1.6,61.3,1172.4
121.2,1.6,40.2,961.8
122.2,0.8,82.6,1395.2
122.0,0.8,67.0,996.0
119.6,0.8,53.8,526.5
120.0,0.2,62.2,824.9
120.6,0.2,75.8,666.9
69.5,0.0,73.2,1371.8
118.0,0.1,71.7,986.2
120.0,0.2,62.7,816.6
119.9,0.2,75.1,980.9
120.7,0.2,75.2,1160.7
120.3,1.5,73.6,670.8
119.5,0.6,67.4,977.9
119.4,0.1,74.6,718.1
120.6,0.2,75.5,1001.3
121.5,0.6,69.3,1162.7
121.7,0.6,67.6,991.1
119.6,0.2,74.9,1182.7
101.7,0.3,72.6,1398.6
119.8,1.6,59.7,1260.2
119.5,0.2,68.1,645.5
121.3,0.6,67.5,943.8
119.8,1.6,55.7,1123.2
121.6,0.3,75.3,1401.6
121.2,0.8,61.8,639.1
122.4,1.6,55.0,875.1
120.0,0.8,63.7,1356.7
120.5,0.8,62.0,1050.6
122.7,1.6,61.5,1191.5
121.2,1.1,54.3,512.4
121.5,0.6,67.6,972.6
120.5,0.8,63.4,1360.6
119.0,0.2,75.3,737.6
121.5,0.6,66.1,649.4
119.5,1.6,56.6,1257.3
122.5,1.6,56.8,1319.7
69.5,0.0,73.5,1341.6
119.8,0.2,62.3,810.2
120.1,0.2,76.0,665.9
122.0,0.8,68.5,1230.0
120.9,0.2,76.0,662.0
120.3,0.8,61.9,1068.1
118.3,0.1,71.6,999.9
120.2,0.3,61.7,533.8
121.6,0.8,61.8,1051.1
119.6,1.6,62.6,782.4
117.9,0.1,74.9,770.7
120.0,0.1,59.6,621.1
122.6,1.6,58.3,1336.7
121.3,0.3,72.8,821.9
84.5,0.2,74.0,1350.9
119.6,1.6,45.8,977.4
118.2,0.1,74.8,728.8
122.2,1.1,64.8,812.7
119.6,0.4,77.4,995.5
119.9,0.2,75.0,903.8
122.1,1.1,53.8,526.5
119.0,0.1,71.2,633.8
120.4,1.6,48.6,999.4
119.8,0.2,62.6,780.5
121.4,1.6,59.8,1330.4
120.3,1.6,58.2,1333.3
121.1,1.1,55.5,1124.2
120.3,0.2,75.4,1189.0
120.3,0.6,61.4,794.6
121.3,0.6,67.8,627.9
121.6,0.8,62.3,1034.0
119.7,0.4,83.0,1365.0
121.3,0.4,79.9,1360.1
119.4,0.2,61.9,788.3
119.4,0.8,69.4,1236.3
121.0,0.8,63.4,1352.3
120.9,0.2,75.8,635.7
119.8,0.2,74.1,832.7
121.0,0.8,62.3,1131.0
120.4,0.3,69.4,1238.3
121.0,0.3,77.1,1021.8
120.0,0.2,62.0,840.0
121.6,1.1,63.2,1078.8
118.2,0.1,75.0,717.1
120.7,0.2,74.9,1167.1
120.6,0.2,74.4,1171.5
119.9,0.2,75.3,1053.0
121.6,0.6,71.3,695.7
120.4,0.6,67.4,633.3
120.5,0.4,82.1,1352.8
119.7,0.2,76.0,651.8
119.5,1.6,60.9,1053.5
119.6,1.6,41.6,999.4
119.4,0.2,75.6,1169.0
119.2,0.2,63.7,799.0
122.3,1.2,74.7,832.2
118.7,0.2,75.9,913.1
119.3,0.1,74.0,734.7
121.5,0.6,71.5,692.7
119.7,0.2,73.9,643.5
120.2,0.2,75.0,730.3
119.9,0.3,73.7,1164.2
119.2,0.1,74.6,1318.2
122.5,1.6,61.5,634.2
119.8,0.2,62.3,817.1
119.9,0.1,59.7,627.9
122.5,1.6,55.0,881.4
121.5,1.6,59.7,526.0
121.2,1.6,62.2,1181.7
120.5,0.2,76.0,639.6
119.3,0.1,74.7,733.7
121.6,0.4,68.6,993.0
120.0,0.2,61.9,827.8
121.7,0.6,69.8,1135.4
120.1,1.6,59.3,524.6
120.1,1.6,41.9,951.1
119.5,0.3,47.3,701.5
119.8,0.4,74.5,837.5
122.4,1.6,46.4,977.4
121.3,1.6,61.1,513.8
117.8,0.1,72.8,665.9
122.4,1.1,61.1,1320.6
119.4,0.3,60.1,972.1
118.0,0.1,75.2,720.0
121.0,1.6,59.4,1321.6
117.3,0.2,76.4,1371.8
120.6,1.6,58.7,1158.3
120.2,0.2,74.6,1168.1
108.4,0.2,75.1,1364.5
119.9,1.6,45.0,1008.2
119.6,1.6,46.4,978.9
120.8,0.3,61.6,553.8
120.4,0.2,75.0,1168.5
119.1,0.2,74.9,1178.3
120.5,0.2,73.7,1155.9
120.6,0.6,67.7,615.7
119.9,1.6,59.1,546.5
120.9,1.6,58.4,1181.7
121.5,0.4,82.6,1363.1
120.2,0.8,65.8,865.3
118.2,0.1,72.1,643.0
117.9,0.1,74.1,726.4
120.9,0.8,66.3,959.9
120.7,0.8,61.8,1070.6
121.3,0.6,62.2,860.4
70.8,0.1,71.4,1325.0
120.0,1.1,53.5,542.6
119.9,0.6,68.6,652.8
119.6,0.3,78.8,1398.6
119.0,0.3,76.0,1395.7
120.3,0.6,68.6,601.1
120.1,0.2,74.8,1176.3
119.0,0.2,76.0,651.8
