Hot Water System : Hot Water Supply Temperature Local (°F),AHU-01 VAV : Hot  Water Coil Flow Meter Local (gpm),AHU-01 VAV : Mixed Air Temperature Local (°F),AHU-01 VAV : Supply Fan Air Flow Local (cfm)
120.8,0.4,56.9,516.3
121.5,1.6,61.6,1178.3
120.0,0.2,74.3,831.2
121.7,1.1,56.2,598.7
120.6,0.8,62.1,1075.9
119.1,0.1,73.4,670.8
119.1,0.1,73.3,645.5
121.5,0.8,61.9,1074.0
120.8,0.2,76.0,676.7
118.5,0.2,74.9,1194.9
121.5,1.6,58.5,1336.7
117.8,0.1,74.1,741.5
121.3,0.4,74.2,842.9
118.8,0.1,73.1,668.4
120.8,0.6,69.2,628.9
120.1,1.5,59.9,1327.0
119.5,0.3,61.4,528.5
121.1,0.7,61.0,1290.4
119.0,0.2,75.9,661.5
120.8,0.2,75.0,1186.1
119.3,0.1,74.3,728.8
119.9,1.6,57.7,784.9
120.3,0.6,82.0,1353.3
119.6,0.8,62.1,1049.6
121.3,0.8,62.5,1074.5
120.8,0.8,55.0,1143.7
120.3,0.2,75.9,674.2
121.0,0.4,67.4,991.1
120.2,1.6,55.8,866.8
117.9,0.1,73.2,670.8
120.4,0.2,74.7,1164.6
120.0,1.6,60.1,1078.4
122.6,1.6,58.6,1348.4
119.7,0.2,77.3,1100.3
118.8,0.1,74.1,739.1
119.0,0.1,76.3,1073.0
106.8,0.1,72.1,1332.8
120.2,1.6,42.5,981.3
121.9,0.6,82.1,1379.6
120.6,0.2,75.1,1183.2
120.8,1.6,54.5,920.9
121.1,0.6,67.6,977.4
119.6,1.2,62.9,1078.8
120.8,0.3,78.3,1379.1
122.3,1.6,39.9,951.1
119.8,0.3,69.4,833.1
119.1,0.2,75.4,900.9
122.6,1.6,58.7,1155.4
120.8,0.2,75.7,678.6
121.9,1.1,62.0,1320.6
117.9,0.1,73.3,656.2
120.9,0.8,53.9,517.7
120.7,0.2,76.6,1094.0
120.3,0.2,75.1,1137.3
119.2,0.2,75.1,1190.0
120.2,0.6,68.2,659.6
120.5,0.6,82.2,1349.4
119.1,0.2,75.3,1150.0
120.1,0.2,76.1,915.5
120.8,0.4,60.1,880.4
119.0,0.2,75.2,1173.4
119.7,0.8,66.4,956.5
120.2,0.2,63.8,809.7
119.9,0.2,75.4,1188.5
119.7,1.6,58.4,1172.4
120.5,0.2,67.8,1079.3
117.8,0.1,73.3,634.7
122.9,1.6,59.2,1184.6
118.4,0.1,72.6,1020.8
120.0,0.2,75.1,1182.7
119.9,0.6,66.7,1010.1
121.8,0.8,62.6,1065.2
69.5,0.0,73.5,1360.6
120.8,0.2,62.6,20.5
119.5,0.2,62.5,793.7
119.3,0.3,73.9,1166.1
118.5,0.1,71.5,1017.4
119.5,0.2,62.4,824.4
121.8,0.8,62.4,1047.6
120.9,1.6,60.9,496.8
119.6,1.6,49.7,727.8
120.2,0.4,60.7,879.5
118.3,0.1,72.8,657.6
120.7,1.5,41.5,984.8
122.2,1.6,40.7,969.2
121.5,0.6,69.9,1138.3
119.0,0.2,75.4,1178.8
120.3,0.4,57.0,517.7
122.5,1.6,45.2,954.5
120.7,1.6,57.3,1326.5
119.6,0.6,62.3,1058.4
119.0,0.1,75.2,731.7
120.4,0.6,66.9,623.5
121.1,0.8,55.7,1144.7
120.9,0.4,69.5,640.1
120.4,0.8,62.2,649.4
120.6,0.4,77.9,1172.4
119.9,1.1,61.1,1347.5
119.1,0.3,79.2,1373.8
119.9,0.2,75.0,907.7
119.1,0.1,74.0,1266.5
119.4,0.3,73.4,840.5
119.8,0.3,76.1,1144.2
120.4,0.4,83.2,1375.7
122.1,0.8,63.7,1353.8
118.8,0.1,63.5,623.5
120.9,0.3,72.9,838.5
119.6,0.2,75.2,920.9
120.4,0.2,75.8,668.9
119.8,0.2,75.2,720.0
119.1,0.2,75.5,642.0
119.7,0.2,61.6,836.6
118.4,0.1,74.8,701.5
120.2,0.8,64.6,1329.4
121.3,1.6,55.4,891.6
112.9,0.3,76.8,1355.3
118.2,0.1,58.1,617.7
119.8,0.4,67.1,978.4
118.3,0.1,73.2,633.8
120.2,0.6,65.4,639.6
118.3,0.1,74.5,1298.2
69.5,0.2,73.6,1347.0
120.2,0.2,74.3,815.1
121.4,0.8,62.1,1074.0
120.5,0.3,73.6,1189.5
121.3,1.1,78.8,1372.3
119.4,0.3,62.0,531.4
119.9,0.3,57.3,524.6
119.9,1.6,62.2,1152.5
120.4,1.6,46.4,970.6
119.5,1.1,62.2,1076.4
69.4,0.0,72.9,1364.5
118.3,0.1,74.1,724.9
122.7,1.6,59.7,1169.5
69.4,0.0,72.4,1376.2
120.4,0.4,81.3,1353.3
121.8,0.8,62.0,1073.5
119.6,1.1,54.5,708.8
120.2,0.8,54.3,526.5
121.9,1.1,54.6,704.4
118.3,0.1,73.3,657.2
119.3,0.1,74.4,718.1
120.3,0.4,67.8,989.6
120.4,1.6,58.2,1232.4
120.9,1.6,58.4,1241.2
119.9,0.8,82.7,1380.6
119.8,0.3,57.0,542.6
120.5,0.6,67.7,1000.4
121.9,1.6,60.4,530.9
119.5,1.6,40.5,995.0
121.7,1.6,54.9,890.7
120.3,1.1,53.3,520.7
120.7,1.6,61.0,1083.7
119.3,0.1,75.0,732.7
120.9,0.8,64.5,919.4
119.6,0.6,71.2,683.0
120.4,0.2,75.3,1173.9
122.2,1.1,56.4,599.1
121.8,1.6,61.8,636.7
121.9,1.6,55.2,1149.0
118.0,0.1,73.8,1286.5
69.5,0.2,73.6,1330.9
122.1,1.1,55.4,1138.3
119.2,0.2,61.8,810.2
121.0,1.6,44.7,978.4
122.7,1.6,59.1,1258.7
121.0,0.4,80.5,1353.3
121.1,0.3,48.0,676.7
119.1,0.1,74.4,717.6
120.0,0.3,60.8,631.8
122.3,1.1,60.3,899.4
120.8,1.6,42.0,996.0
119.5,0.6,69.7,1152.9
119.2,0.1,73.3,633.3
120.8,0.3,67.9,1069.6
122.1,0.8,65.5,908.7
120.2,0.6,71.5,716.1
119.4,0.2,73.4,816.6
121.2,0.4,78.3,1200.2
119.3,0.1,71.9,988.2
118.9,0.1,74.0,740.0
118.5,0.1,73.4,632.8
119.7,0.8,61.9,1056.4
118.7,0.1,57.0,636.7
120.7,1.6,60.7,543.1
118.2,0.1,72.9,631.3
122.2,1.1,61.5,1320.2
120.3,1.1,65.8,845.8
121.2,0.8,62.9,1084.2
119.5,0.2,75.8,637.2
120.5,0.6,82.0,1396.7
120.0,1.6,58.2,1357.7
119.8,0.8,62.6,1078.8
120.9,0.2,75.2,662.0
121.2,0.8,61.9,1064.2
121.6,0.4,78.0,1171.0
120.9,0.2,75.5,653.3
120.2,0.8,69.4,1250.9
119.3,0.2,75.3,1180.7
119.8,0.3,74.0,1196.3
121.2,0.6,66.7,962.3
120.4,0.3,77.1,1008.2
120.5,0.3,58.3,984.3
121.5,0.3,76.3,1361.1
120.1,1.1,62.3,1051.1
120.3,1.1,55.3,1141.7
117.9,0.1,73.2,642.5
119.8,1.1,53.2,526.5
119.8,1.1,53.6,519.7
119.5,1.6,39.7,969.6
122.0,1.6,59.0,1185.6
119.9,1.1,61.3,1340.6
120.7,0.4,67.0,994.0
118.5,0.2,75.0,757.1
121.8,0.6,64.5,642.5
119.4,0.3,76.6,1012.1
119.7,0.4,77.7,723.0
120.0,0.8,63.7,1363.1
122.6,1.6,55.3,623.5
121.8,1.6,61.7,1178.3
93.0,0.2,74.1,1340.1
118.8,0.2,61.8,801.9
118.7,0.2,75.2,1177.3
120.6,1.1,55.5,1141.7
121.2,0.8,56.0,683.0
119.8,0.8,62.2,1063.7
120.6,0.8,62.1,1059.3
122.8,1.6,57.5,1325.5
119.6,0.2,73.6,821.9
120.0,0.3,74.0,1031.6
120.7,1.6,55.3,875.6
119.7,0.2,68.1,1036.9
119.2,0.1,73.2,656.2
119.8,0.4,79.8,742.0
120.3,0.4,67.1,997.9
119.4,0.2,74.8,1184.6
120.6,0.2,75.9,658.6
119.9,0.1,75.1,726.4
120.0,1.6,48.4,963.3
119.3,0.4,74.9,1183.7
120.8,0.3,71.8,855.1
118.8,0.2,62.5,827.8
119.2,0.2,76.0,664.5
122.4,1.6,41.2,973.1
119.2,0.2,62.2,829.2
122.5,1.6,55.1,1158.8
121.6,0.6,69.8,1183.2
121.0,0.2,75.4,1099.8
119.7,1.6,58.4,1300.2
118.0,0.3,75.6,1390.4
121.9,0.8,62.0,810.2
121.9,1.6,49.7,701.5
120.4,0.2,74.9,1190.5
121.9,1.2,61.2,1075.4
121.2,0.3,78.6,1339.7
118.8,0.2,61.4,816.6
122.1,1.6,58.2,1330.9
121.6,0.6,67.2,972.6
120.5,0.8,53.5,553.8
117.9,0.1,72.2,999.4
121.5,0.4,81.7,1372.8
120.4,0.4,76.7,1159.3
119.5,0.8,55.2,723.9
119.0,0.2,77.2,1359.6
122.4,1.6,44.1,995.5
121.8,0.8,53.4,530.4
118.6,0.1,73.1,663.0
119.5,0.6,67.3,1004.3
119.9,0.1,75.1,734.2
120.7,0.3,78.9,1341.6
119.8,0.2,61.8,825.8
120.6,1.1,55.0,1159.8
119.9,0.2,75.6,1187.1
119.6,0.4,76.8,1204.1
120.7,0.3,79.0,1393.8
119.6,0.2,61.6,828.3
122.1,1.1,60.9,1346.0
121.1,0.8,55.3,1136.9
122.4,1.6,59.2,546.5
119.5,0.1,74.9,584.0
121.9,0.8,53.8,520.7
119.5,0.2,75.0,1211.4
118.2,0.1,73.3,689.3
120.2,0.8,62.2,1047.6
119.9,0.2,76.0,665.0
121.3,0.8,66.2,919.4
120.1,0.8,66.5,960.4
119.8,0.6,68.1,638.1
120.4,0.2,76.0,664.5
121.5,0.4,83.1,1357.2
119.8,1.1,60.7,961.4
120.3,1.1,61.9,1328.4
122.6,1.6,59.4,1166.1
122.5,1.6,53.4,857.5
120.8,0.4,77.9,1203.6
119.8,0.2,75.0,1170.5
121.6,0.8,60.4,703.0
109.0,0.3,77.3,1365.0
118.6,0.1,73.3,1322.6
122.6,1.6,42.2,940.9
119.4,0.8,62.2,632.3
121.6,0.8,62.3,1100.8
119.9,0.2,74.7,1156.8
121.7,0.1,67.8,1080.3
120.0,0.3,73.2,828.3
119.0,0.1,74.3,719.1
121.4,0.4,81.4,1356.7
120.7,1.6,57.7,1182.7
119.1,0.2,75.9,642.5
121.4,1.6,61.0,634.2
120.9,0.2,75.8,651.3
119.1,0.1,73.4,660.6
119.4,0.2,74.7,1154.4
119.3,0.1,58.3,607.9
121.7,0.6,65.5,641.6
121.7,1.6,60.9,533.3
122.4,1.6,61.9,1159.3
119.3,0.1,75.2,762.0
121.0,1.6,45.9,963.8
120.2,0.6,72.3,1163.7
120.6,0.6,61.2,801.0
120.1,0.2,62.0,801.9
121.8,0.6,67.3,636.7
119.5,0.2,77.1,1083.2
121.8,1.6,58.9,1252.9
120.5,0.2,75.2,1168.1
120.1,0.8,53.8,533.8
121.2,0.4,57.9,559.2
119.4,0.4,77.8,1193.4
118.1,0.1,73.3,644.5
119.7,0.3,79.5,1389.4
120.1,0.2,62.9,807.3
121.2,1.1,62.1,1339.2
121.3,1.6,58.3,1166.1
118.8,0.2,62.4,830.2
119.9,0.4,77.4,1190.0
122.3,0.3,71.6,1329.9
121.9,0.8,56.2,1135.4
119.9,0.8,63.9,1329.4
121.5,1.1,55.6,1159.8
121.2,1.6,46.7,989.6
119.2,0.2,75.3,1167.6
121.8,0.8,55.2,726.4
120.7,1.6,60.0,1196.8
121.9,0.6,82.2,1385.0
121.0,0.4,82.1,1360.6
121.4,1.1,62.4,1332.3
119.2,0.2,75.0,1170.5
121.4,0.4,58.8,530.4
120.1,0.2,63.9,817.5
122.0,1.6,46.5,966.2
120.7,1.1,55.4,1160.3
120.9,0.2,67.7,1063.7
119.1,0.2,74.7,1172.0
69.5,0.0,73.5,1372.3
122.1,1.6,41.9,980.9
119.2,0.2,75.7,1365.0
119.9,0.3,71.9,835.6
118.5,0.1,58.1,622.1
113.6,0.3,75.3,1390.4
119.9,0.4,83.2,1359.2
121.6,1.6,54.8,626.0
118.8,0.1,74.8,718.6
121.4,0.1,70.7,992.1
119.8,1.6,54.1,901.4
120.4,0.8,66.1,898.5
120.6,0.2,74.2,821.4
119.7,1.6,58.4,1159.8
121.8,0.8,62.3,1043.7
119.7,0.4,79.6,1328.9
121.2,1.6,54.4,906.3
119.4,0.1,75.0,738.1
120.9,0.2,76.8,926.3
119.6,0.8,62.1,1074.9
120.2,0.3,66.2,877.5
122.4,1.6,61.7,578.7
119.8,1.1,53.6,514.8
119.6,0.6,72.1,1163.7
77.3,0.1,71.8,1289.9
121.5,1.6,51.9,689.3
121.0,0.8,64.9,899.4
121.5,1.6,42.0,995.0
121.3,0.3,76.7,1010.6
120.0,0.6,67.6,989.6
120.8,1.6,58.9,1167.6
119.3,0.2,62.4,808.8
119.7,0.8,62.2,1085.2
120.1,0.4,82.2,1330.9
119.3,0.6,82.1,1372.8
120.8,0.6,82.3,1379.1
120.8,0.2,75.2,1183.7
119.4,0.2,74.9,1187.1
120.2,0.8,69.5,1258.7
120.9,1.1,55.2,1146.1
120.8,0.6,70.1,1169.5
117.8,0.1,73.4,643.0
118.8,0.2,62.4,838.0
117.8,0.1,74.5,714.7
121.0,0.3,57.1,542.1
119.9,0.3,73.9,1406.0
119.6,0.4,77.8,1204.6
119.7,0.2,73.7,836.6
120.8,0.3,76.1,997.4
121.3,0.3,58.3,518.7
121.3,0.8,62.6,1067.1
122.3,1.6,46.4,964.8
119.6,0.8,62.0,1082.3
119.3,0.4,77.7,743.0
120.2,0.3,76.5,1415.2
117.9,0.1,72.8,653.7
121.9,0.8,54.1,547.0
120.9,0.2,76.0,645.9
121.9,1.6,44.4,957.0
117.8,0.1,75.1,734.2
121.9,1.6,39.9,971.6
121.7,1.1,74.2,799.0
121.1,0.6,61.4,793.7
118.7,0.1,76.3,1079.8
119.6,1.1,62.3,1073.0
120.2,0.8,66.5,959.4
118.6,0.3,77.4,1347.0
119.0,0.2,74.9,1176.8
119.9,0.2,75.3,1013.5
119.8,1.1,60.7,965.3
118.9,0.2,75.6,1199.7
119.0,0.2,75.2,1159.8
119.2,0.2,73.9,826.8
121.1,0.3,61.2,575.7
75.1,0.3,73.7,1436.7
121.4,1.6,58.0,540.6
121.7,0.6,82.0,1329.9
120.3,0.2,75.7,902.9
119.0,0.2,75.5,1192.9
120.4,0.8,56.6,1110.5
120.3,0.8,62.4,1064.2
121.7,1.5,56.9,885.8
119.2,0.2,73.5,836.1
120.0,0.1,59.3,635.7
120.1,0.4,78.0,1388.4
121.8,0.6,67.5,617.7
118.0,0.1,72.1,1001.8
121.7,0.8,69.2,1244.6
120.9,0.2,75.9,661.5
119.8,0.6,70.1,1155.4
119.0,0.1,71.8,980.9
119.6,0.3,76.9,1409.4
122.1,1.6,56.6,883.4
120.0,0.1,75.4,1089.1
117.9,0.1,73.8,1299.2
119.5,1.6,44.5,957.9
120.9,0.2,76.0,654.7
119.4,0.1,74.4,745.9
118.9,0.1,74.8,741.5
122.7,1.6,62.0,630.8
119.3,0.1,73.2,644.0
119.3,0.2,61.9,862.4
120.9,0.2,74.6,989.1
120.8,1.6,60.2,1183.7
120.3,0.2,75.7,663.5
121.7,1.1,53.6,489.5
121.2,0.2,75.2,828.3
120.5,0.2,73.5,1192.9
118.6,0.1,76.9,1151.5
119.3,0.1,73.3,665.4
118.2,0.1,74.4,718.6
119.7,0.4,80.0,1357.7
119.8,0.8,55.7,1120.8
119.9,0.3,68.3,1239.7
120.9,0.2,75.8,645.9
118.1,0.1,72.8,649.4
119.3,0.2,73.7,663.5
121.9,1.1,61.2,1339.2
121.7,1.1,59.8,980.9
119.5,0.2,76.0,663.5
120.0,0.6,82.2,1372.3
120.7,0.8,68.9,1283.6
120.3,1.6,58.9,1168.1
119.4,0.4,77.6,1176.3
121.1,0.6,53.2,505.1
120.1,0.2,62.3,802.4
119.3,0.2,62.2,823.9
117.9,0.1,75.0,743.0
120.5,0.8,62.3,1068.1
119.5,0.2,74.7,1162.7
121.9,0.8,54.1,519.2
118.2,0.1,73.1,668.4
121.0,0.4,82.5,1352.3
118.5,0.1,72.7,653.3
120.4,0.2,75.1,1196.8
120.5,1.6,62.2,625.0
121.7,0.4,74.2,865.8
121.6,1.6,54.5,616.7
121.8,0.6,82.0,1388.4
119.0,0.1,74.7,540.2
120.3,1.6,59.8,546.5
121.1,0.3,61.4,550.4
118.5,0.1,74.8,726.4
122.7,1.6,58.8,1273.8
119.5,0.2,74.4,656.2
120.3,0.2,75.4,1177.3
118.7,0.1,75.1,733.7
119.6,0.3,78.1,1385.5
118.8,0.1,72.7,1010.1
120.7,0.2,76.0,648.4
121.6,1.6,53.3,875.1
120.5,0.3,72.6,988.7
121.1,0.3,61.7,551.4
120.4,1.6,58.0,1339.7
119.7,1.6,59.8,1268.0
119.6,1.6,46.4,1000.8
120.1,0.8,53.5,529.4
120.0,0.2,75.0,733.7
120.1,0.8,62.8,1091.0
121.6,1.6,61.0,519.7
121.0,0.6,82.2,1366.0
122.2,1.6,49.3,1330.9
120.7,0.3,67.7,1067.1
120.9,0.8,62.4,1077.4
118.4,0.1,74.1,745.9
119.7,0.4,78.6,1381.1
120.2,0.2,75.1,994.0
121.3,1.1,55.5,1159.8
121.3,0.6,67.3,1008.6
119.2,0.2,75.9,673.7
119.2,0.3,77.5,1384.0
120.0,0.2,75.2,916.0
121.7,1.1,56.0,611.8
119.8,0.6,67.4,973.1
120.7,0.4,77.8,1181.7
120.7,0.2,74.0,995.5
121.3,1.6,58.6,524.6
120.1,0.4,81.9,1367.9
121.8,0.6,66.7,631.3
121.8,0.6,72.1,1167.6
120.5,0.2,73.7,1155.9
121.1,0.3,61.7,519.2
119.2,0.2,61.7,820.0
120.6,0.8,62.7,1093.5
120.0,0.3,57.3,533.8
119.9,1.1,60.8,1369.4
120.4,0.2,75.2,1146.1
122.7,1.6,59.0,1169.0
120.9,0.2,75.0,658.6
121.3,0.6,66.9,632.3
118.3,0.1,73.9,718.1
121.2,0.3,65.2,876.0
122.1,0.8,64.2,1328.0
121.1,0.6,72.3,1156.8
120.4,0.4,79.3,1360.6
120.7,0.3,61.3,567.9
119.8,0.2,61.6,825.8
119.3,0.1,73.3,655.2
119.0,0.2,75.9,656.7
119.7,0.8,55.3,1149.0
120.1,1.6,62.5,1178.8
120.9,0.8,61.9,1074.9
122.6,1.6,48.7,1005.2
119.7,0.2,72.4,549.4
119.3,0.1,75.2,735.6
118.6,0.1,72.5,1007.7
119.6,0.3,66.0,869.7
118.2,0.2,76.7,1353.8
117.9,0.1,74.1,773.2
121.4,0.8,57.8,685.9
119.5,0.3,73.9,1178.8
120.9,0.4,75.5,850.2
122.6,1.6,40.2,958.9
120.2,0.2,75.2,735.6
120.3,0.2,74.2,847.8
120.1,0.4,59.3,534.3
121.4,1.1,53.1,493.4
119.2,0.2,73.7,1022.8
122.7,1.6,59.1,631.8
122.6,1.6,55.5,872.6
120.6,0.2,76.2,917.0
122.7,1.6,58.1,1324.1
119.0,0.2,75.9,667.9
119.5,0.3,66.0,866.3
119.7,0.2,61.6,815.1
121.0,0.8,62.1,1074.5
122.1,1.6,60.5,530.9
120.1,1.1,78.7,1373.3
120.3,0.4,80.3,1327.5
119.4,0.8,69.1,1251.4
119.5,0.1,58.5,587.4
119.4,0.1,75.0,738.6
120.4,0.8,61.0,604.5
120.1,0.2,74.8,1098.3
120.8,0.2,75.8,645.5
121.0,0.2,74.1,818.0
71.5,0.3,73.0,1388.4
120.3,0.4,67.4,971.6
122.0,0.6,68.0,626.9
122.5,1.6,55.6,1141.2
118.9,0.1,72.6,633.3
119.9,1.6,59.0,1166.1
121.5,0.6,67.9,967.7
120.5,0.4,77.7,1371.3
120.1,0.2,74.3,836.1
118.6,0.2,77.5,1348.4
122.7,1.6,41.6,970.6
119.9,0.1,71.3,992.6
119.3,0.3,77.0,1398.6
119.5,0.6,72.5,691.3
121.1,1.6,41.6,936.0
121.3,0.4,57.4,529.9
121.0,0.8,64.0,1338.2
119.6,0.8,62.1,1080.3
117.8,0.1,74.1,757.6
119.8,1.6,60.9,1170.0
122.6,1.6,39.9,974.5
122.1,1.6,56.3,1289.4
120.2,1.6,44.0,960.4
120.5,0.2,75.1,1170.0
119.6,0.8,62.1,1079.3
120.0,0.4,77.5,1195.4
119.3,0.2,74.7,821.9
121.1,1.6,61.6,1172.9
122.0,0.8,68.3,1285.1
119.7,0.4,56.7,548.4
121.7,1.1,61.4,976.5
71.6,0.3,73.4,1388.4
120.3,0.3,61.3,553.3
119.1,0.2,74.5,844.4
119.9,0.2,62.7,835.1
120.1,0.2,61.8,814.6
121.7,0.4,82.6,1365.5
120.2,1.6,61.8,1178.3
119.2,0.1,73.0,1012.1
119.9,0.2,62.9,547.5
120.1,0.2,62.0,855.6
120.8,0.8,62.1,1069.6
120.4,1.6,57.8,1335.8
121.8,0.6,65.3,647.9
119.1,0.2,74.9,1160.3
118.6,0.1,73.1,641.6
119.0,0.1,73.3,645.0
122.0,0.8,66.9,980.4
120.2,0.2,75.3,641.1
118.3,0.1,61.5,604.0
119.8,1.6,56.3,889.2
119.6,0.4,82.7,1371.3
122.8,1.6,59.8,1366.5
121.9,0.8,54.1,524.1
122.6,1.6,57.2,1316.7
122.0,0.6,68.0,631.3
120.8,1.6,61.5,1142.2
119.0,0.1,71.4,649.8
118.9,0.2,74.1,1137.8
119.4,0.4,78.4,1184.1
120.8,0.8,55.9,1115.4
119.5,0.2,76.0,662.0
120.1,0.2,75.7,630.8
121.6,1.6,61.4,1164.6
121.5,1.6,61.1,1170.0
121.6,0.6,64.5,853.6
118.2,0.1,74.6,745.4
121.1,0.4,78.3,1195.8
120.7,0.8,53.8,516.8
119.3,0.1,74.2,717.1
119.3,0.1,71.4,1080.8
120.8,0.3,55.8,512.9
122.1,1.6,57.3,1350.4
120.1,0.2,75.0,716.6
119.9,1.6,58.9,1302.1
119.5,0.2,74.9,1176.8
119.8,1.6,58.4,1167.1
120.8,0.8,62.4,1087.1
120.4,0.4,59.0,877.0
121.7,1.1,60.8,1342.1
119.2,0.3,78.1,1394.7
119.5,0.2,67.5,1074.9
121.7,1.6,40.9,985.7
81.0,0.3,74.1,1436.7
120.3,1.6,54.3,926.7
120.3,0.3,48.9,695.2
119.5,0.8,61.6,1078.8
122.4,1.6,44.1,979.9
122.4,1.6,46.2,1011.6
120.5,1.6,59.2,608.4
117.8,0.1,73.3,651.3
121.2,1.6,42.2,956.5
120.8,1.1,61.3,1354.3
122.3,1.6,60.5,1159.3
121.2,1.6,56.9,1324.1
119.2,0.2,61.6,813.6
117.9,0.1,74.6,707.4
119.9,0.8,61.8,1067.6
120.7,0.6,66.8,1015.5
120.0,0.8,62.2,1081.8
119.1,0.8,69.9,1263.1
120.7,0.2,76.9,1075.4
119.3,0.2,62.5,816.1
120.5,0.2,74.2,1170.0
119.2,0.2,62.5,834.1
122.1,1.6,59.2,1271.9
117.9,0.1,75.1,745.4
120.0,1.6,58.4,1271.9
118.3,0.1,73.2,641.6
119.8,1.6,58.2,1259.2
120.4,1.1,60.9,1330.9
121.9,1.1,53.5,529.4
121.0,0.3,60.2,545.0
119.8,0.2,75.1,1181.7
120.3,0.8,61.9,1046.2
120.3,0.6,82.2,1374.8
118.6,0.2,75.1,858.5
121.8,0.8,65.0,893.1
121.4,0.6,69.7,1183.2
120.5,1.1,61.1,1328.4
112.8,0.3,77.6,1349.4
119.8,0.2,77.1,1095.9
120.8,0.2,75.0,733.7
121.5,0.4,77.9,1185.1
120.5,0.2,73.9,1173.9
116.8,0.2,75.2,1374.8
119.7,0.3,61.3,547.5
122.4,1.6,56.9,887.7
119.3,0.2,62.5,807.8
120.8,0.2,75.0,725.4
119.5,0.6,71.4,692.7
121.2,1.1,55.3,1169.5
121.4,0.3,77.3,980.4
119.7,0.4,59.0,889.2
121.8,0.8,64.7,1340.1
119.3,0.3,76.1,662.0
119.5,0.2,69.1,1054.0
120.2,1.6,60.0,536.3
119.5,0.2,75.3,709.8
120.8,0.4,66.8,999.9
119.1,0.2,61.6,818.0
119.0,0.1,72.4,681.5
119.6,0.8,61.8,1061.3
119.7,1.1,60.5,883.4
120.1,0.2,61.8,823.4
119.9,0.8,62.5,1062.8
121.0,1.6,60.5,525.0
120.9,0.8,54.1,525.5
121.3,1.6,55.4,909.2
121.4,0.8,69.1,1288.0
119.2,0.2,75.2,774.2
118.4,0.1,73.2,658.6
118.9,0.2,61.8,818.0
121.8,1.6,51.6,838.5
120.8,0.2,74.7,634.2
122.5,1.6,61.8,1143.7
118.4,0.2,75.5,1374.8
118.3,0.1,73.3,633.8
120.7,0.3,64.6,974.0
120.1,0.8,61.7,1074.0
119.9,1.6,59.1,1174.4
118.5,0.1,73.4,639.6
120.1,0.2,75.8,880.9
118.0,0.1,75.0,730.8
119.8,0.2,74.3,839.5
118.6,0.1,74.1,716.1
119.1,0.1,73.0,986.7
120.4,0.4,83.2,1386.0
117.9,0.1,57.1,616.2
119.2,0.2,74.3,837.0
116.9,0.3,76.7,1337.2
119.8,0.8,55.5,1135.9
122.7,1.6,40.1,957.5
121.0,0.4,78.2,1192.9
120.0,0.2,75.2,887.7
120.5,1.6,59.4,1348.9
121.3,0.8,55.7,1163.2
121.2,0.8,62.2,1067.1
119.7,0.8,61.7,708.3
122.5,1.6,55.6,1155.9
119.4,0.3,72.9,1021.8
121.2,0.2,73.2,1168.1
118.9,0.1,74.8,716.6
118.7,0.2,62.7,792.2
120.8,1.6,55.3,639.6
121.8,1.6,45.8,984.8
121.9,0.6,82.1,1360.1
122.5,1.6,57.6,1331.4
120.2,0.6,68.0,637.7
120.0,1.6,58.2,1332.8
119.5,0.2,62.0,845.3
121.0,1.6,48.1,975.5
121.0,0.6,69.8,1146.1
119.0,0.2,62.4,834.1
121.8,0.8,62.0,1073.5
119.3,0.3,76.5,680.1
120.3,0.2,73.9,858.5
120.8,0.2,74.9,1168.1
119.6,0.6,69.9,1161.7
120.0,0.6,72.8,1165.6
122.5,1.6,47.2,974.0
120.0,0.8,62.2,1078.8
118.8,0.2,74.9,1181.2
119.3,0.1,72.3,1003.8
119.4,0.2,75.4,645.0
119.1,0.1,74.5,704.0
121.5,0.4,78.2,1165.1
122.6,1.6,39.8,970.6
120.6,0.8,63.9,1324.5
120.5,0.2,74.0,1167.6
121.7,0.6,67.5,985.2
122.3,1.6,57.9,549.9
119.4,0.2,74.0,1186.1
118.7,0.1,57.8,616.7
120.7,0.2,74.7,1166.1
121.3,0.6,71.3,707.4
118.6,0.1,71.7,647.4
121.2,1.6,41.9,990.1
122.5,1.6,44.5,970.1
121.3,0.4,73.6,836.1
120.2,1.6,59.0,552.3
120.2,0.6,67.8,1026.7
119.9,0.4,66.6,994.0
122.5,1.6,60.2,1157.3
120.3,0.2,76.0,1086.2
120.1,1.6,58.8,1337.7
120.3,1.6,58.2,1329.4
121.0,0.8,69.8,1350.4
120.0,0.4,57.0,556.2
120.1,0.6,68.2,621.1
121.1,0.3,60.7,555.3
119.5,0.1,75.0,556.2
121.3,1.6,40.1,974.5
121.7,0.6,68.0,979.4
119.2,0.2,75.2,1164.6
122.2,1.1,60.9,1328.0
120.7,0.2,75.2,1184.1
120.4,0.3,77.2,1005.7
119.6,0.2,75.8,645.9
118.4,0.1,74.2,1304.1
118.0,0.1,73.3,658.1
118.6,0.3,76.2,1393.3
122.5,1.6,46.5,957.0
119.9,0.3,57.3,524.6
119.9,0.8,82.4,1398.2
120.4,1.6,58.7,1244.1
118.8,0.1,74.3,747.8
120.3,0.2,75.5,902.9
119.9,1.1,73.1,1415.7
120.4,0.3,78.9,1342.1
119.2,0.4,81.2,1347.9
120.5,0.3,60.2,530.4
120.9,0.2,75.3,1093.5
